Geo_GEOID,SE_T004_001,SE_T017_001
14000US08041004402,5639,65
14000US08041004403,1252,221
14000US08041004501,4339,1502
14000US08041004502,5674,1885
14000US08041004503,13707,4492
14000US08041004506,4833,1539
14000US08041004507,3172,1039
14000US08041004508,6390,2372
14000US08041004510,8697,2758
14000US08041004511,7449,2462
14000US08041004601,3610,1477
14000US08041004602,3993,1433
14000US08041004603,6780,2211
14000US08041004701,5005,1921
14000US08041004702,2447,849
14000US08041004703,6017,2299
14000US08041004705,8233,3099
14000US08041004706,5201,1728
14000US08041004800,5293,1967
14000US08041004901,3895,1484
14000US08041004902,5812,2095
14000US08041005000,5217,1968
14000US08041005104,8093,2707
14000US08041005105,7166,2259
14000US08041005106,10158,3659
14000US08041005107,8260,2913
14000US08041005108,9179,2987
14000US08041005109,7657,2860
14000US08041005110,4244,1546
14000US08041005111,7343,2394
14000US08041005201,4571,1886
14000US08041005202,2734,1415
14000US08041005300,4976,1719
14000US08041005400,5879,2078
14000US08041005501,4616,1897
14000US08041005502,4676,1921
14000US08041005601,5345,2057
14000US08041005602,3304,1326
14000US08041005700,6250,2575
14000US08041005800,3129,1230
14000US08041005900,6658,2817
14000US08041006000,6364,2656
14000US08041006100,4279,1554
14000US08041006200,5410,2084
14000US08041006301,5169,1696
14000US08041006302,5626,2232
14000US08041006400,7028,2628
14000US08041006501,3855,1133
14000US08041006502,6595,2355
14000US08041006600,2397,1158
14000US08041006700,5969,2850
14000US08041006801,4345,1789
14000US08041006802,3913,1352
14000US08041006901,5455,1789
14000US08041006902,5361,1818
14000US08041007000,4102,1392
14000US08041007101,7558,2232
14000US08041007102,9385,2901
14000US08041007201,8859,3055
14000US08041007202,9230,3219
14000US08041007300,9705,3276
14000US08041007400,8605,2842
14000US08041007500,8203,2879
14000US08041007601,6984,2438
14000US08041007602,3448,1244
14000US08041007700,5701,2738
14000US08041007800,5165,1729
14000US08041007900,2531,1253
14000US08041008000,4259,1932
14000US08043978100,3916,1647
14000US08043978200,3790,1570
14000US08043978300,5571,2325
14000US08043978400,2295,891
14000US08043978500,5431,2330
14000US08043978600,3042,1540
14000US08043978800,2617,1250
14000US08043979000,3482,1715
14000US08043979100,3029,1358
14000US08043979200,1760,727
14000US08043979400,3181,974
14000US08043980100,533,0
14000US08043980200,2835,0
14000US08043980300,5353,0
14000US08045951600,3764,1422
14000US08045951701,4022,1569
14000US08045951702,3481,1572
14000US08045951802,3999,1311
14000US08045951803,6192,1998
14000US08045951804,4104,1611
14000US08045951901,4733,1751
14000US08045951902,7205,2463
14000US08045952001,5112,1852
14000US08045952002,8225,2683
14000US08045952100,6658,2539
14000US08047013800,5708,2508
14000US08049000100,2915,1129
14000US08049000201,4776,2092
14000US08049000202,6799,2567
14000US08051963600,3770,1633
14000US08051963700,6325,2483
14000US08051963800,4936,2087
14000US08051963900,858,374
14000US08053973100,856,401
14000US08055960600,3194,1391
14000US08055960900,3327,1741
14000US08057955600,1306,616
14000US08059009806,3862,1520
14000US08059009807,1671,817
14000US08059009808,5584,2463
14000US08059009815,5161,1906
14000US08059009823,4825,1772
14000US08059009824,5100,1836
14000US08059009827,6351,2412
14000US08059009828,5507,2175
14000US08059009829,1910,685
14000US08059009830,2193,1001
14000US08059009831,2414,1241
14000US08059009832,2704,944
14000US08059009833,6023,2478
14000US08059009834,4565,2018
14000US08059009835,3763,1468
14000US08059009836,4116,1471
14000US08059009837,3243,1212
14000US08059009838,5320,1851
14000US08059009839,2419,833
14000US08059009840,3990,1568
14000US08059009841,2433,864
14000US08059009842,3294,1243
14000US08059009843,7806,3070
14000US08059009845,4032,1726
14000US08059009846,4430,1868
14000US08059009847,3096,1266
14000US08059009848,2557,968
14000US08059009849,5844,2300
14000US08059009850,2550,1014
14000US08059009851,3772,1484
14000US08059009852,3855,1462
14000US08059009900,2461,1025
14000US08059010000,5718,1325
14000US08059010100,4675,2087
14000US08059010205,2437,968
14000US08059010206,4176,1685
14000US08059010208,5903,2236
14000US08059010209,6558,2528
14000US08059010210,3420,1367
14000US08059010211,3450,1422
14000US08059010212,4239,1725
14000US08059010213,5000,1825
14000US08059010303,5365,2268
14000US08059010304,2757,1134
14000US08059010305,3946,1678
14000US08059010306,2869,1129
14000US08059010307,5082,2108
14000US08059010308,5798,2430
14000US08059010402,5337,2540
14000US08059010403,4887,2421
14000US08059010405,2442,1547
14000US08059010406,2568,1032
14000US08059010502,5406,2279
14000US08059010503,4431,1983
14000US08059010504,3054,1221
14000US08059010603,3397,1697
14000US08059010604,2277,1019
14000US08059010701,4207,2074
14000US08059010702,5619,2362
14000US08059010801,2545,1112
14000US08059010901,4607,2020
14000US08059010902,2528,1105
14000US08059011000,6066,2355
14000US08059011100,5824,2754
14000US08059011202,4820,1713
14000US08059011300,3061,1420
14000US08059011401,2763,1112
14000US08059011402,4109,1906
14000US08059011550,6306,2844
14000US08059011601,4269,1485
14000US08059011602,4711,1659
14000US08059011701,4896,2033
14000US08059011702,5744,2237
14000US08059011708,3924,1600
14000US08059011709,3336,1579
14000US08059011710,3989,1716
14000US08059011711,4184,1832
14000US08059011712,4352,1809
14000US08059011720,4942,2033
14000US08059011721,2727,1242
14000US08059011723,3595,1640
14000US08059011724,5348,1779
14000US08059011725,1700,687
14000US08059011726,6213,2322
14000US08059011727,3614,1510
14000US08059011728,2693,1117
14000US08059011729,3982,1955
14000US08059011730,3367,1624
14000US08059011731,4139,2038
14000US08059011732,4920,2523
14000US08059011733,1467,673
14000US08059011803,5392,1961
14000US08059011804,4347,1633
14000US08059011805,4918,2597
14000US08059011806,4754,2126
14000US08059011904,2114,1106
14000US08059011951,3285,1379
14000US08059012022,5829,2299
14000US08059012023,3520,1304
14000US08059012024,5230,1908
14000US08059012026,3556,1501
14000US08059012027,3250,1251
14000US08059012030,3927,1601
14000US08059012031,4182,1498
14000US08059012032,2601,1009
14000US08059012033,2776,1159
14000US08059012034,3618,1360
14000US08059012035,5272,1800
14000US08059012036,3863,1328
14000US08059012037,3409,1431
14000US08059012038,3618,1287
14000US08059012039,5675,1999
14000US08059012041,5918,2062
14000US08059012042,4076,1376
14000US08059012043,5764,2114
14000US08059012044,3805,1481
14000US08059012045,5940,2197
14000US08059012046,2053,842
14000US08059012047,4213,1547
14000US08059012048,2346,1042
14000US08059012049,3982,1358
14000US08059012050,3905,1696
14000US08059012051,3649,1293
14000US08059012052,5349,2006
14000US08059012053,4135,1469
14000US08059012054,4047,1604
14000US08059012055,3600,1566
14000US08059012057,5716,2554
14000US08059012058,4024,1568
14000US08059012059,3307,1137
14000US08059012060,3015,1321
14000US08059015800,3744,1861
14000US08059015900,3548,1341
14000US08059060300,4523,1642
14000US08059060400,3642,1237
14000US08059060500,5462,1984
14000US08059980000,0,0
14000US08059980400,1301,0
14000US08061960100,1465,581
14000US08063962100,5799,1973
14000US08063962200,1401,552
14000US08063962300,974,450
14000US08065961700,5085,2321
14000US08065961900,2316,800
14000US08067940300,6182,2347
14000US08067940400,5547,2207
14000US08067970600,9178,3802
14000US08067970701,4957,1931
14000US08067970703,5635,2233
14000US08067970704,3740,1808
14000US08067970800,7039,2348
14000US08067970900,4010,1614
14000US08067971000,3099,1344
14000US08067971100,4607,1971
14000US08069000100,2412,1366
14000US08069000201,3073,1236
14000US08069000202,2615,1140
14000US08069000300,2910,1189
14000US08069000401,1965,861
14000US08069000402,2766,1097
14000US08069000503,5635,2330
14000US08069000504,3395,1369
14000US08069000505,3738,1459
14000US08069000506,3493,1238
14000US08069000600,6608,610
14000US08069000700,2849,1276
14000US08069000801,1774,726
14000US08069000802,1301,517
14000US08069000901,5233,2281
14000US08069000902,3652,1626
14000US08069001003,5380,2593
14000US08069001004,3228,1338
14000US08069001007,3698,1688
14000US08069001008,1949,847
14000US08069001009,6340,2579
14000US08069001010,2560,1085
14000US08069001104,6319,2492
14000US08069001106,4618,1956
14000US08069001107,5534,2317
14000US08069001109,5103,1869
14000US08069001110,5695,2231
14000US08069001111,2402,1076
14000US08069001112,4657,1664
14000US08069001113,3434,1182
14000US08069001114,2438,863
14000US08069001301,3598,1538
14000US08069001304,2703,1006
14000US08069001305,2396,871
14000US08069001306,2384,877
14000US08069001307,4378,1747
14000US08069001308,5217,1992
14000US08069001601,1707,704
14000US08069001602,4892,1924
14000US08069001603,5568,1950
14000US08069001605,4498,1309
14000US08069001606,3132,1163
14000US08069001607,3735,1387
14000US08069001608,5578,1741
14000US08069001704,9246,3911
14000US08069001706,6576,2769
14000US08069001707,5466,2103
14000US08069001708,3695,1369
14000US08069001709,14872,5556
14000US08069001804,4123,1570
14000US08069001806,7825,3198
14000US08069001807,5830,2385
14000US08069001808,4896,1887
14000US08069001809,11244,3938
14000US08069001901,4515,1863
14000US08069001902,4590,2104
14000US08069001903,3604,1518
14000US08069002005,5454,2172
14000US08069002007,3378,1731
14000US08069002008,4131,1605
14000US08069002010,2595,980
14000US08069002011,5523,2119
14000US08069002300,3316,1427
14000US08069002401,1196,530
14000US08069002402,2657,1244
14000US08069002501,9390,3309
14000US08069002502,9110,3079
14000US08069002503,3486,1137
14000US08069002600,7107,2548
14000US08069002700,5796,2304
14000US08069002801,3621,1778
14000US08069002802,5327,2572
14000US08069002803,99,51
14000US08071000100,3272,1459
14000US08071000200,2357,937
14000US08071000300,2158,929
14000US08071000400,1963,978
14000US08071000500,1907,858
14000US08071000800,2665,929
14000US08073961700,3699,777
14000US08073961800,1816,725
14000US08075965900,1412,499
14000US08075966000,2152,758
14000US08075966100,7138,2911
14000US08075966200,4089,1362
14000US08075966300,4909,1884
14000US08075966400,2162,615
14000US08077000200,2375,1106
14000US08077000300,1474,721
14000US08077000400,3553,1596
14000US08077000500,3236,701
14000US08077000601,3980,1812
14000US08077000602,4917,2095
14000US08077000700,4091,1801
14000US08077000800,8787,2906
14000US08077000900,2677,1169
14000US08077001001,4649,2130
14000US08077001002,6710,2963
14000US08077001101,8031,3370
14000US08077001102,4804,1963
14000US08077001200,2277,920
14000US08077001301,9064,3594
14000US08077001302,4664,1918
14000US08077001402,5880,2430
14000US08077001403,3582,1447
14000US08077001404,4760,1979
14000US08077001501,12789,4873
14000US08077001502,7465,2889
14000US08077001600,3460,1443
14000US08077001702,4642,1793
14000US08077001703,4300,1766
14000US08077001705,5732,2173
14000US08077001706,6306,2364
14000US08077001707,5764,2309
14000US08077001800,3176,1193
14000US08077001900,5021,2077
14000US08079973600,793,409
14000US08081000300,2887,1086
14000US08081000400,4348,1632
14000US08081000500,4337,1645
14000US08081000600,1462,564
14000US08083941100,1383,513
14000US08083969000,3253,1369
14000US08083969100,3647,1368
14000US08083969200,3069,1231
14000US08083969300,4987,2260
14000US08083969400,4522,1600
14000US08083969600,5145,1964
14000US08085966100,2198,1047
14000US08085966201,2638,1093
14000US08085966202,4586,1548
14000US08085966300,5981,2549
14000US08085966400,6122,2677
14000US08085966501,2880,1208
14000US08085966502,3870,1653
14000US08085966503,3436,1310
14000US08085966601,4443,1665
14000US08085966602,4712,1837
14000US08087000100,2890,1082
14000US08087000200,2918,1095
14000US08087000300,2162,863
14000US08087000400,4095,1664
14000US08087000500,2301,793
14000US08087000600,6261,2185
14000US08087000700,5951,2064
14000US08087000800,1710,747
14000US08089968000,1460,608
14000US08089968100,2777,1058
14000US08089968200,2880,1131
14000US08089968300,3758,1575
14000US08089968400,993,424
14000US08089968500,1569,675
14000US08089968600,5003,1978
14000US08091967600,4651,2166
14000US08093000100,5926,2525
14000US08093000200,3822,1758
14000US08093000300,2773,1211
14000US08093000400,1542,685
14000US08093000500,2377,1219
14000US08095967600,2932,1165
14000US08095967700,1415,566
14000US08097000100,7631,3248
14000US08097000401,4364,2216
14000US08097000402,3145,1214
14000US08097000500,2403,923
14000US08099000100,1286,571
14000US08099000200,2573,918
14000US08099000300,4715,2053
14000US08099000600,1490,540
14000US08099000700,2057,815
14000US08101000100,2694,1165
14000US08101000200,1958,719
14000US08101000300,1992,0
14000US08101000400,2968,1204
14000US08101000500,1923,934
14000US08101000600,2071,910
14000US08101000800,3137,1181
14000US08101000902,6040,2416
14000US08101000903,705,46
14000US08101000904,3989,1995
14000US08101000905,2232,1037
14000US08101001000,5406,1830
14000US08101001100,2384,995
14000US08101001200,2265,829
14000US08101001400,1312,666
14000US08101001500,2184,931
14000US08101001600,1789,762
14000US08101001700,4469,1942
14000US08101001800,2223,1006
14000US08101001900,1347,662
14000US08101002000,3087,1221
14000US08101002100,1674,628
14000US08101002200,1472,592
14000US08101002300,3458,1393
14000US08101002400,1929,779
14000US08101002500,3007,1196
14000US08101002600,3762,1586
14000US08101002700,5180,2117
14000US08101002801,5379,2130
14000US08101002802,3440,1508
14000US08101002804,4599,1787
14000US08101002806,4071,1345
14000US08101002807,4362,1691
14000US08101002808,3313,1079
14000US08101002901,2803,1101
14000US08101002903,6481,2579
14000US08101002906,4322,1506
14000US08101002911,2744,936
14000US08101002912,1808,686
14000US08101002913,3246,1283
14000US08101002914,3534,1220
14000US08101002915,2478,898
14000US08101002916,2973,1243
14000US08101002917,2951,1044
14000US08101002918,6499,2338
14000US08101003001,1172,427
14000US08101003004,2871,1017
14000US08101003103,1865,768
14000US08101003104,2238,891
14000US08101003105,3516,1166
14000US08101003106,1279,456
14000US08101003200,3470,1262
14000US08101003500,1818,1027
14000US08101003600,2269,769
14000US08101980100,0,0
14000US08103951100,3802,1489
14000US08103951200,2856,961
14000US08105976700,4987,1941
14000US08105976800,2046,759
14000US08105977000,4590,1882
14000US08107000100,1830,739
14000US08107000200,1871,752
14000US08107000300,2081,1017
14000US08107000400,3921,1222
14000US08107000500,4200,1537
14000US08107000600,3034,1213
14000US08107000700,5052,2175
14000US08107000800,1991,782
14000US08109977600,3368,1615
14000US08109977700,2887,915
14000US08111972600,552,284
14000US08113968101,1972,848
14000US08113968102,1873,762
14000US08113968103,2097,905
14000US08113968200,1825,743
14000US08115968300,2367,1012
14000US08117000100,8419,2730
14000US08117000200,7248,2389
14000US08117000300,3755,1365
14000US08117000401,4618,1304
14000US08117000402,5229,1926
14000US08119010103,7822,3047
14000US08119010104,2046,828
14000US08119010105,5373,2249
14000US08119010106,5026,2194
14000US08119010201,2542,1114
14000US08119010202,663,330
14000US08121924100,2086,880
14000US08121924200,2728,1125
14000US08123000100,2325,1282
14000US08123000200,3841,821
14000US08123000300,2254,0
14000US08123000401,3100,1380
14000US08123000402,4004,1391
14000US08123000501,3330,997
14000US08123000502,3460,1253
14000US08123000600,2018,266
14000US08123000701,1464,526
14000US08123000703,7138,1994
14000US08123000704,951,236
14000US08123000705,1434,589
14000US08123000800,3437,1357
14000US08123000900,3386,1088
14000US08123001003,5214,1763
14000US08123001004,4546,1564
14000US08123001005,7352,2316
14000US08123001006,5149,1711
14000US08123001100,4257,1789
14000US08123001201,3948,1661
14000US08123001202,2852,1119
14000US08123001300,7681,2375
14000US08123001404,3014,1040
14000US08123001405,4294,1411
14000US08123001406,5669,2161
14000US08123001407,2316,800
14000US08123001408,2243,728
14000US08123001409,3073,1458
14000US08123001410,3545,1452
14000US08123001411,2461,1029
14000US08123001412,2479,935
14000US08123001413,2862,1040
14000US08123001414,2293,802
14000US08123001415,3348,1177
14000US08123001416,2316,911
