Geo_GEOID,Geo_NAME,SE_T004_001,SE_T017_001
05000US16067,"Minidoka County, Idaho",20331,7261
05000US16069,"Nez Perce County, Idaho",39995,16127
05000US16071,"Oneida County, Idaho",4269,1551
05000US16073,"Owyhee County, Idaho",11356,4068
05000US16075,"Payette County, Idaho",22773,8195
05000US16077,"Power County, Idaho",7696,2465
05000US16079,"Shoshone County, Idaho",12551,5660
05000US16081,"Teton County, Idaho",10437,3725
05000US16083,"Twin Falls County, Idaho",80955,29200
05000US16085,"Valley County, Idaho",9897,3446
05000US16087,"Washington County, Idaho",10035,3886
05000US17001,"Adams County, Illinois",66949,27240
05000US17003,"Alexander County, Illinois",7051,2534
05000US17005,"Bond County, Illinois",17137,6051
05000US17007,"Boone County, Illinois",53656,18405
05000US17009,"Brown County, Illinois",6836,2130
05000US17011,"Bureau County, Illinois",33822,14017
05000US17013,"Calhoun County, Illinois",4962,1936
05000US17015,"Carroll County, Illinois",14793,6649
05000US17017,"Cass County, Illinois",13068,5124
05000US17019,"Champaign County, Illinois",206420,80442
05000US17021,"Christian County, Illinois",33888,13901
05000US17023,"Clark County, Illinois",16089,6673
05000US17025,"Clay County, Illinois",13466,5588
05000US17027,"Clinton County, Illinois",37858,14012
05000US17029,"Coles County, Illinois",52802,21094
05000US17031,"Cook County, Illinois",5227575,1951606
05000US17033,"Crawford County, Illinois",19441,7597
05000US17035,"Cumberland County, Illinois",10890,4208
05000US17037,"DeKalb County, Illinois",104458,37367
05000US17039,"De Witt County, Illinois",16322,6721
05000US17041,"Douglas County, Illinois",19770,7562
05000US17043,"DuPage County, Illinois",930514,338987
05000US17045,"Edgar County, Illinois",17828,7644
05000US17047,"Edwards County, Illinois",6612,2768
05000US17049,"Effingham County, Illinois",34356,13316
05000US17051,"Fayette County, Illinois",22025,7650
05000US17053,"Ford County, Illinois",13758,5666
05000US17055,"Franklin County, Illinois",39503,16180
05000US17057,"Fulton County, Illinois",36047,14131
05000US17059,"Gallatin County, Illinois",5325,2295
05000US17061,"Greene County, Illinois",13390,5278
05000US17063,"Grundy County, Illinois",50338,18509
05000US17065,"Hamilton County, Illinois",8251,3394
05000US17067,"Hancock County, Illinois",18633,7726
05000US17069,"Hardin County, Illinois",4173,1506
05000US17071,"Henderson County, Illinois",6966,3054
05000US17073,"Henry County, Illinois",49681,20131
05000US17075,"Iroquois County, Illinois",28814,11899
05000US17077,"Jackson County, Illinois",59188,23663
05000US17079,"Jasper County, Illinois",9592,3719
05000US17081,"Jefferson County, Illinois",38523,15189
05000US17083,"Jersey County, Illinois",22441,8760
05000US17085,"Jo Daviess County, Illinois",22186,9611
05000US17087,"Johnson County, Illinois",12866,4503
05000US17089,"Kane County, Illinois",526615,173718
05000US17091,"Kankakee County, Illinois",111493,40480
05000US17093,"Kendall County, Illinois",121452,39275
05000US17095,"Knox County, Illinois",51752,21146
05000US17097,"Lake County, Illinois",702890,243276
05000US17099,"LaSalle County, Illinois",111935,44368
05000US17101,"Lawrence County, Illinois",16582,5557
05000US17103,"Lee County, Illinois",34718,13506
05000US17105,"Livingston County, Illinois",37278,14525
05000US17107,"Logan County, Illinois",29820,11016
05000US17109,"McDonough County, Illinois",31727,11841
05000US17111,"McHenry County, Illinois",307083,110109
05000US17113,"McLean County, Illinois",173254,65956
05000US17115,"Macon County, Illinois",108404,44860
05000US17117,"Macoupin County, Illinois",46482,18754
05000US17119,"Madison County, Illinois",266759,107014
05000US17121,"Marion County, Illinois",38503,15841
05000US17123,"Marshall County, Illinois",12060,4953
05000US17125,"Mason County, Illinois",13931,6084
05000US17127,"Massac County, Illinois",14883,5951
05000US17129,"Menard County, Illinois",12576,5219
05000US17131,"Mercer County, Illinois",15971,6567
05000US17133,"Monroe County, Illinois",33703,13030
05000US17135,"Montgomery County, Illinois",29301,11287
05000US17137,"Morgan County, Illinois",34801,13797
05000US17139,"Moultrie County, Illinois",14915,5804
05000US17141,"Ogle County, Illinois",52034,20782
05000US17143,"Peoria County, Illinois",186818,75406
05000US17145,"Perry County, Illinois",21595,8089
05000US17147,"Piatt County, Illinois",16469,6658
05000US17149,"Pike County, Illinois",16054,6615
05000US17151,"Pope County, Illinois",4255,1589
05000US17153,"Pulaski County, Illinois",5792,2285
05000US17155,"Putnam County, Illinois",5746,2440
05000US17157,"Randolph County, Illinois",32934,11907
05000US17159,"Richland County, Illinois",16072,6452
05000US17161,"Rock Island County, Illinois",146536,60098
05000US17163,"St. Clair County, Illinois",265569,102672
05000US17165,"Saline County, Illinois",24659,10010
05000US17167,"Sangamon County, Illinois",198639,82952
05000US17169,"Schuyler County, Illinois",7205,2962
05000US17171,"Scott County, Illinois",5169,2092
05000US17173,"Shelby County, Illinois",22011,9213
05000US17175,"Stark County, Illinois",5840,2381
05000US17177,"Stephenson County, Illinois",46283,19573
05000US17179,"Tazewell County, Illinois",135400,54612
05000US17181,"Union County, Illinois",17458,6771
05000US17183,"Vermilion County, Illinois",79613,31540
05000US17185,"Wabash County, Illinois",11587,4846
05000US17187,"Warren County, Illinois",17611,6811
05000US17189,"Washington County, Illinois",14369,5809
05000US17191,"Wayne County, Illinois",16517,7037
05000US17193,"White County, Illinois",14410,6183
05000US17195,"Whiteside County, Illinois",57155,23511
05000US17197,"Will County, Illinois",685378,224959
05000US17199,"Williamson County, Illinois",67336,26711
05000US17201,"Winnebago County, Illinois",288896,114299
05000US17203,"Woodford County, Illinois",39123,14489
05000US18001,"Adams County, Indiana",34813,12260
05000US18003,"Allen County, Indiana",365565,141483
05000US18005,"Bartholomew County, Indiana",80203,31073
05000US18007,"Benton County, Indiana",8709,3388
05000US18009,"Blackford County, Indiana",12364,5207
05000US18011,"Boone County, Indiana",61884,23427
05000US18013,"Brown County, Indiana",14965,5953
05000US18015,"Carroll County, Indiana",20007,7770
05000US18017,"Cass County, Indiana",38324,14536
05000US18019,"Clark County, Indiana",113993,43074
05000US18021,"Clay County, Indiana",26568,10541
05000US18023,"Clinton County, Indiana",32692,11769
05000US18025,"Crawford County, Indiana",10582,4076
05000US18027,"Daviess County, Indiana",32583,11483
05000US18029,"Dearborn County, Indiana",49552,18639
05000US18031,"Decatur County, Indiana",26340,10120
05000US18033,"DeKalb County, Indiana",42489,16221
05000US18035,"Delaware County, Indiana",116463,46104
05000US18037,"Dubois County, Indiana",42345,16311
05000US18039,"Elkhart County, Indiana",201640,70822
05000US18041,"Fayette County, Indiana",23608,9420
05000US18043,"Floyd County, Indiana",76290,29034
05000US18045,"Fountain County, Indiana",16741,6963
05000US18047,"Franklin County, Indiana",22887,8710
05000US18049,"Fulton County, Indiana",20412,7962
05000US18051,"Gibson County, Indiana",33684,13297
05000US18053,"Grant County, Indiana",68269,26227
05000US18055,"Greene County, Indiana",32633,12688
05000US18057,"Hamilton County, Indiana",303042,111443
05000US18059,"Hancock County, Indiana",71955,26680
05000US18061,"Harrison County, Indiana",39370,14524
05000US18063,"Hendricks County, Indiana",155817,55744
05000US18065,"Henry County, Indiana",48953,17926
05000US18067,"Howard County, Indiana",82728,34411
05000US18069,"Huntington County, Indiana",36696,14532
05000US18071,"Jackson County, Indiana",43637,16517
05000US18073,"Jasper County, Indiana",33461,12091
05000US18075,"Jay County, Indiana",21196,8062
05000US18077,"Jefferson County, Indiana",32482,12642
05000US18079,"Jennings County, Indiana",28023,10519
05000US18081,"Johnson County, Indiana",147567,53713
05000US18083,"Knox County, Indiana",37956,14655
05000US18085,"Kosciusko County, Indiana",78461,30078
05000US18087,"LaGrange County, Indiana",38395,11850
05000US18089,"Lake County, Indiana",489698,184140
05000US18091,"LaPorte County, Indiana",110993,43052
05000US18093,"Lawrence County, Indiana",45696,18426
05000US18095,"Madison County, Indiana",129862,51441
05000US18097,"Marion County, Indiana",932142,365472
05000US18099,"Marshall County, Indiana",46833,17093
05000US18101,"Martin County, Indiana",10218,4219
05000US18103,"Miami County, Indiana",36093,13268
05000US18105,"Monroe County, Indiana",143292,54278
05000US18107,"Montgomery County, Indiana",38108,14852
05000US18109,"Morgan County, Indiana",69504,25655
05000US18111,"Newton County, Indiana",14022,5482
05000US18113,"Noble County, Indiana",47587,18013
05000US18115,"Ohio County, Indiana",6003,2427
05000US18117,"Orange County, Indiana",19579,7720
05000US18119,"Owen County, Indiana",21038,8581
05000US18121,"Parke County, Indiana",17033,6150
05000US18123,"Perry County, Indiana",19301,7318
05000US18125,"Pike County, Indiana",12554,4957
05000US18127,"Porter County, Indiana",167016,62429
05000US18129,"Posey County, Indiana",25527,10017
05000US18131,"Pulaski County, Indiana",12910,5174
05000US18133,"Putnam County, Indiana",37626,12962
05000US18135,"Randolph County, Indiana",25403,10483
05000US18137,"Ripley County, Indiana",28633,10981
05000US18139,"Rush County, Indiana",16873,6747
05000US18141,"St. Joseph County, Indiana",267696,100861
05000US18143,"Scott County, Indiana",23734,8844
05000US18145,"Shelby County, Indiana",44404,17309
05000US18147,"Spencer County, Indiana",20777,8065
05000US18149,"Starke County, Indiana",23069,8727
05000US18151,"Steuben County, Indiana",34279,13451
05000US18153,"Sullivan County, Indiana",21026,7713
05000US18155,"Switzerland County, Indiana",10484,4102
05000US18157,"Tippecanoe County, Indiana",183397,68172
05000US18159,"Tipton County, Indiana",15447,6401
05000US18161,"Union County, Indiana",7251,2917
05000US18163,"Vanderburgh County, Indiana",181692,74313
05000US18165,"Vermillion County, Indiana",15752,6600
05000US18167,"Vigo County, Indiana",108099,40753
05000US18169,"Wabash County, Indiana",32177,12767
05000US18171,"Warren County, Indiana",8309,3327
05000US18173,"Warrick County, Indiana",61427,23290
05000US18175,"Washington County, Indiana",27792,10540
05000US18177,"Wayne County, Indiana",67423,26664
05000US18179,"Wells County, Indiana",27836,10828
05000US18181,"White County, Indiana",24265,9670
05000US18183,"Whitley County, Indiana",33354,13232
05000US19001,"Adair County, Iowa",7330,3228
05000US19003,"Adams County, Iowa",3822,1681
05000US19005,"Allamakee County, Iowa",14001,6035
05000US19007,"Appanoose County, Iowa",12602,5430
05000US19009,"Audubon County, Iowa",5793,2667
05000US19011,"Benton County, Iowa",25720,10155
05000US19013,"Black Hawk County, Iowa",132821,52506
05000US19015,"Boone County, Iowa",26411,10943
05000US19017,"Bremer County, Iowa",24663,9343
05000US19019,"Buchanan County, Iowa",21031,8246
05000US19021,"Buena Vista County, Iowa",20445,7504
05000US19023,"Butler County, Iowa",14933,6282
05000US19025,"Calhoun County, Iowa",9876,4249
05000US19027,"Carroll County, Iowa",20555,8580
05000US19029,"Cass County, Iowa",13433,6076
05000US19031,"Cedar County, Iowa",18389,7599
05000US19033,"Cerro Gordo County, Iowa",43303,19250
05000US19035,"Cherokee County, Iowa",11752,5317
05000US19037,"Chickasaw County, Iowa",12164,5244
05000US19039,"Clarke County, Iowa",9273,3837
05000US19041,"Clay County, Iowa",16478,7281
05000US19043,"Clayton County, Iowa",17735,7622
05000US19045,"Clinton County, Iowa",47972,19871
05000US19047,"Crawford County, Iowa",17147,6430
05000US19049,"Dallas County, Iowa",78074,30026
05000US19051,"Davis County, Iowa",8768,3230
05000US19053,"Decatur County, Iowa",8210,3166
05000US19055,"Delaware County, Iowa",17445,6882
05000US19057,"Des Moines County, Iowa",40114,16659
05000US19059,"Dickinson County, Iowa",17046,8008
05000US19061,"Dubuque County, Iowa",96359,38006
05000US19063,"Emmet County, Iowa",9820,4127
05000US19065,"Fayette County, Iowa",20391,8333
05000US19067,"Floyd County, Iowa",16004,6891
05000US19069,"Franklin County, Iowa",10393,4227
05000US19071,"Fremont County, Iowa",7019,2969
05000US19073,"Greene County, Iowa",9083,3903
05000US19075,"Grundy County, Iowa",12373,5162
05000US19077,"Guthrie County, Iowa",10691,4490
05000US19079,"Hamilton County, Iowa",15227,6381
05000US19081,"Hancock County, Iowa",11006,4699
05000US19083,"Hardin County, Iowa",17324,7093
05000US19085,"Harrison County, Iowa",14335,6046
05000US19087,"Henry County, Iowa",19941,7619
05000US19089,"Howard County, Iowa",9430,3815
05000US19091,"Humboldt County, Iowa",9607,4236
05000US19093,"Ida County, Iowa",7041,3077
05000US19095,"Iowa County, Iowa",16326,6779
05000US19097,"Jackson County, Iowa",19529,8427
05000US19099,"Jasper County, Iowa",36715,14644
05000US19101,"Jefferson County, Iowa",17662,6896
05000US19103,"Johnson County, Iowa",142006,56543
05000US19105,"Jones County, Iowa",20481,8244
05000US19107,"Keokuk County, Iowa",10234,4414
05000US19109,"Kossuth County, Iowa",15226,6657
05000US19111,"Lee County, Iowa",35172,14318
05000US19113,"Linn County, Iowa",218076,88006
05000US19115,"Louisa County, Iowa",11251,4366
05000US19117,"Lucas County, Iowa",8700,3678
05000US19119,"Lyon County, Iowa",11730,4492
05000US19121,"Madison County, Iowa",15661,6260
05000US19123,"Mahaska County, Iowa",22324,8983
05000US19125,"Marion County, Iowa",33197,13026
05000US19127,"Marshall County, Iowa",40735,15293
05000US19129,"Mills County, Iowa",14841,5444
05000US19131,"Mitchell County, Iowa",10757,4322
05000US19133,"Monona County, Iowa",9013,4064
05000US19135,"Monroe County, Iowa",7964,3349
05000US19137,"Montgomery County, Iowa",10380,4607
05000US19139,"Muscatine County, Iowa",42949,16390
05000US19141,"O'Brien County, Iowa",14055,6066
05000US19143,"Osceola County, Iowa",6154,2621
05000US19145,"Page County, Iowa",15552,6388
05000US19147,"Palo Alto County, Iowa",9155,3877
05000US19149,"Plymouth County, Iowa",24972,10008
05000US19151,"Pocahontas County, Iowa",7061,3222
05000US19153,"Polk County, Iowa",459159,178520
05000US19155,"Pottawattamie County, Iowa",93198,36680
05000US19157,"Poweshiek County, Iowa",18622,7365
05000US19159,"Ringgold County, Iowa",5054,2024
05000US19161,"Sac County, Iowa",10034,4363
05000US19163,"Scott County, Iowa",171116,67540
05000US19165,"Shelby County, Iowa",11944,5061
05000US19167,"Sioux County, Iowa",34621,11940
05000US19169,"Story County, Iowa",94834,36544
05000US19171,"Tama County, Iowa",17423,6734
05000US19173,"Taylor County, Iowa",6209,2715
05000US19175,"Union County, Iowa",12539,5382
05000US19177,"Van Buren County, Iowa",7380,2921
05000US19179,"Wapello County, Iowa",35242,14454
05000US19181,"Warren County, Iowa",48170,18231
05000US19183,"Washington County, Iowa",22115,8757
05000US19185,"Wayne County, Iowa",6403,2574
05000US19187,"Webster County, Iowa",37050,15073
05000US19189,"Winnebago County, Iowa",10580,4545
05000US19191,"Winneshiek County, Iowa",20789,8205
05000US19193,"Woodbury County, Iowa",102426,38536
05000US19195,"Worth County, Iowa",7562,3144
05000US19197,"Wright County, Iowa",12891,5528
05000US20001,"Allen County, Kansas",12951,5303
05000US20003,"Anderson County, Kansas",7858,3214
05000US20005,"Atchison County, Kansas",16557,6057
05000US20007,"Barber County, Kansas",4831,1960
05000US20009,"Barton County, Kansas",27214,11255
05000US20011,"Bourbon County, Kansas",14751,5628
05000US20013,"Brown County, Kansas",9810,4025
05000US20015,"Butler County, Kansas",66264,24278
05000US20017,"Chase County, Kansas",2694,1084
05000US20019,"Chautauqua County, Kansas",3470,1472
05000US20021,"Cherokee County, Kansas",20737,7861
05000US20023,"Cheyenne County, Kansas",2679,1252
05000US20025,"Clark County, Kansas",2131,904
05000US20027,"Clay County, Kansas",8346,3355
05000US20029,"Cloud County, Kansas",9302,3904
05000US20031,"Coffey County, Kansas",8433,3580
05000US20033,"Comanche County, Kansas",1898,766
05000US20035,"Cowley County, Kansas",35977,13768
05000US20037,"Crawford County, Kansas",39281,14965
05000US20039,"Decatur County, Kansas",2886,1423
05000US20041,"Dickinson County, Kansas",19384,7916
05000US20043,"Doniphan County, Kansas",7793,3087
05000US20045,"Douglas County, Kansas",116352,44212
05000US20047,"Edwards County, Kansas",2975,1254
05000US20049,"Elk County, Kansas",2635,1245
05000US20051,"Ellis County, Kansas",29032,11682
05000US20053,"Ellsworth County, Kansas",6375,2517
05000US20055,"Finney County, Kansas",36983,12637
05000US20057,"Ford County, Kansas",34492,11226
05000US20059,"Franklin County, Kansas",25663,9820
05000US20061,"Geary County, Kansas",36818,12749
05000US20063,"Gove County, Kansas",2682,1193
05000US20065,"Graham County, Kansas",2577,1236
05000US20067,"Grant County, Kansas",7748,2678
05000US20069,"Gray County, Kansas",6037,2129
05000US20071,"Greeley County, Kansas",1235,478
05000US20073,"Greenwood County, Kansas",6304,2779
05000US20075,"Hamilton County, Kansas",2567,903
05000US20077,"Harper County, Kansas",5798,2395
05000US20079,"Harvey County, Kansas",34814,13449
05000US20081,"Haskell County, Kansas",4087,1325
05000US20083,"Hodgeman County, Kansas",1919,814
05000US20085,"Jackson County, Kansas",13365,5213
05000US20087,"Jefferson County, Kansas",18880,7585
05000US20089,"Jewell County, Kansas",3003,1398
05000US20091,"Johnson County, Kansas",572428,222067
05000US20093,"Kearny County, Kansas",3943,1327
05000US20095,"Kingman County, Kansas",7697,3001
05000US20097,"Kiowa County, Kansas",2520,1016
05000US20099,"Labette County, Kansas",20833,8374
05000US20101,"Lane County, Kansas",1687,810
05000US20103,"Leavenworth County, Kansas",78785,27122
05000US20105,"Lincoln County, Kansas",3134,1291
05000US20107,"Linn County, Kansas",9524,4243
05000US20109,"Logan County, Kansas",2800,1168
05000US20111,"Lyon County, Kansas",33401,13305
05000US20113,"McPherson County, Kansas",29164,11885
05000US20115,"Marion County, Kansas",12213,4812
05000US20117,"Marshall County, Kansas",9963,4323
05000US20119,"Meade County, Kansas",4310,1665
05000US20121,"Miami County, Kansas",32787,12620
05000US20123,"Mitchell County, Kansas",6299,2706
05000US20125,"Montgomery County, Kansas",33765,13630
05000US20127,"Morris County, Kansas",5694,2328
05000US20129,"Morton County, Kansas",3033,1158
05000US20131,"Nemaha County, Kansas",10177,4141
05000US20133,"Neosho County, Kansas",16358,6407
05000US20135,"Ness County, Kansas",3047,1325
05000US20137,"Norton County, Kansas",5558,2019
05000US20139,"Osage County, Kansas",16001,6444
05000US20141,"Osborne County, Kansas",3746,1713
05000US20143,"Ottawa County, Kansas",6004,2446
05000US20145,"Pawnee County, Kansas",6840,2598
05000US20147,"Phillips County, Kansas",5484,2345
05000US20149,"Pottawatomie County, Kansas",22920,8364
05000US20151,"Pratt County, Kansas",9729,3778
05000US20153,"Rawlins County, Kansas",2557,1178
05000US20155,"Reno County, Kansas",63803,25028
05000US20157,"Republic County, Kansas",4768,2238
05000US20159,"Rice County, Kansas",9949,3968
05000US20161,"Riley County, Kansas",75026,26544
05000US20163,"Rooks County, Kansas",5160,2192
05000US20165,"Rush County, Kansas",3144,1424
05000US20167,"Russell County, Kansas",6988,3195
05000US20169,"Saline County, Kansas",55547,22400
05000US20171,"Scott County, Kansas",4958,2139
05000US20173,"Sedgwick County, Kansas",508221,193927
05000US20175,"Seward County, Kansas",23185,7381
05000US20177,"Shawnee County, Kansas",178567,71015
05000US20179,"Sheridan County, Kansas",2522,1151
05000US20181,"Sherman County, Kansas",6038,2804
05000US20183,"Smith County, Kansas",3701,1698
05000US20185,"Stafford County, Kansas",4284,1770
05000US20187,"Stanton County, Kansas",2115,810
05000US20189,"Stevens County, Kansas",5738,1910
05000US20191,"Sumner County, Kansas",23509,9103
05000US20193,"Thomas County, Kansas",7909,3233
05000US20195,"Trego County, Kansas",2927,1334
05000US20197,"Wabaunsee County, Kansas",6960,2707
05000US20199,"Wallace County, Kansas",1584,587
05000US20201,"Washington County, Kansas",5613,2412
05000US20203,"Wichita County, Kansas",2168,839
05000US20205,"Wilson County, Kansas",8956,3878
05000US20207,"Woodson County, Kansas",3186,1521
05000US20209,"Wyandotte County, Kansas",161777,59067
05000US21001,"Adair County, Kentucky",19156,7126
05000US21003,"Allen County, Kentucky",20421,7705
05000US21005,"Anderson County, Kentucky",21867,8554
05000US21007,"Ballard County, Kentucky",8216,3252
05000US21009,"Barren County, Kentucky",43287,16766
05000US21011,"Bath County, Kentucky",12113,4450
05000US21013,"Bell County, Kentucky",27676,10978
05000US21015,"Boone County, Kentucky",125656,45649
05000US21017,"Bourbon County, Kentucky",20004,8043
05000US21019,"Boyd County, Kentucky",48716,19386
05000US21021,"Boyle County, Kentucky",29650,10882
05000US21023,"Bracken County, Kentucky",8404,3412
05000US21025,"Breathitt County, Kentucky",13476,5304
05000US21027,"Breckinridge County, Kentucky",20000,7343
05000US21029,"Bullitt County, Kentucky",77727,28533
05000US21031,"Butler County, Kentucky",12828,5153
05000US21033,"Caldwell County, Kentucky",12758,5322
05000US21035,"Calloway County, Kentucky",38302,15002
05000US21037,"Campbell County, Kentucky",91456,35954
05000US21039,"Carlisle County, Kentucky",4954,2088
05000US21041,"Carroll County, Kentucky",10776,4030
05000US21043,"Carter County, Kentucky",27292,10647
05000US21045,"Casey County, Kentucky",15928,6412
05000US21047,"Christian County, Kentucky",73936,25382
05000US21049,"Clark County, Kentucky",35706,14183
05000US21051,"Clay County, Kentucky",21160,7679
05000US21053,"Clinton County, Kentucky",10172,3863
05000US21055,"Crittenden County, Kentucky",9211,3721
05000US21057,"Cumberland County, Kentucky",6780,2771
05000US21059,"Daviess County, Kentucky",98724,39282
05000US21061,"Edmonson County, Kentucky",12086,4712
05000US21063,"Elliott County, Kentucky",7661,2624
05000US21065,"Estill County, Kentucky",14406,5622
05000US21067,"Fayette County, Kentucky",311529,126439
05000US21069,"Fleming County, Kentucky",14543,5730
05000US21071,"Floyd County, Kentucky",38144,15233
05000US21073,"Franklin County, Kentucky",49982,20978
05000US21075,"Fulton County, Kentucky",6323,2611
05000US21077,"Gallatin County, Kentucky",8543,2962
05000US21079,"Garrard County, Kentucky",17051,6732
05000US21081,"Grant County, Kentucky",24705,8327
05000US21083,"Graves County, Kentucky",37379,14268
05000US21085,"Grayson County, Kentucky",26092,9736
05000US21087,"Green County, Kentucky",11123,4528
05000US21089,"Greenup County, Kentucky",36255,14289
05000US21091,"Hancock County, Kentucky",8716,3254
05000US21093,"Hardin County, Kentucky",107573,40422
05000US21095,"Harlan County, Kentucky",28031,11429
05000US21097,"Harrison County, Kentucky",18629,7135
05000US21099,"Hart County, Kentucky",18510,7387
05000US21101,"Henderson County, Kentucky",46362,18914
05000US21103,"Henry County, Kentucky",15528,5996
05000US21105,"Hickman County, Kentucky",4691,1856
05000US21107,"Hopkins County, Kentucky",46359,18394
05000US21109,"Jackson County, Kentucky",13357,5546
05000US21111,"Jefferson County, Kentucky",759724,310355
05000US21113,"Jessamine County, Kentucky",51015,18401
05000US21115,"Johnson County, Kentucky",23280,8820
05000US21117,"Kenton County, Kentucky",163393,62746
05000US21119,"Knott County, Kentucky",15884,6064
05000US21121,"Knox County, Kentucky",31740,12333
05000US21123,"Larue County, Kentucky",14127,5485
05000US21125,"Laurel County, Kentucky",59950,23029
05000US21127,"Lawrence County, Kentucky",15870,6142
05000US21129,"Lee County, Kentucky",6896,2821
05000US21131,"Leslie County, Kentucky",10869,4074
05000US21133,"Letcher County, Kentucky",23382,10017
05000US21135,"Lewis County, Kentucky",13646,5431
05000US21137,"Lincoln County, Kentucky",24424,9721
05000US21139,"Livingston County, Kentucky",9353,3880
05000US21141,"Logan County, Kentucky",26757,10682
05000US21143,"Lyon County, Kentucky",8325,3326
05000US21145,"McCracken County, Kentucky",65292,27950
05000US21147,"McCreary County, Kentucky",17850,6252
05000US21149,"McLean County, Kentucky",9492,3751
05000US21151,"Madison County, Kentucky",87324,32409
05000US21153,"Magoffin County, Kentucky",12887,5027
05000US21155,"Marion County, Kentucky",19497,7438
05000US21157,"Marshall County, Kentucky",31213,12856
05000US21159,"Martin County, Kentucky",12478,4295
05000US21161,"Mason County, Kentucky",17229,6804
05000US21163,"Meade County, Kentucky",28751,10631
05000US21165,"Menifee County, Kentucky",6345,2521
05000US21167,"Mercer County, Kentucky",21411,8813
05000US21169,"Metcalfe County, Kentucky",9983,3922
05000US21171,"Monroe County, Kentucky",10692,4421
05000US21173,"Montgomery County, Kentucky",27391,10212
05000US21175,"Morgan County, Kentucky",13379,4946
05000US21177,"Muhlenberg County, Kentucky",31216,11510
05000US21179,"Nelson County, Kentucky",44875,17236
05000US21181,"Nicholas County, Kentucky",7062,2758
05000US21183,"Ohio County, Kentucky",24152,8930
05000US21185,"Oldham County, Kentucky",63876,20148
05000US21187,"Owen County, Kentucky",10673,3946
05000US21189,"Owsley County, Kentucky",4552,1681
05000US21191,"Pendleton County, Kentucky",14509,5296
05000US21193,"Perry County, Kentucky",27818,11073
05000US21195,"Pike County, Kentucky",62791,25861
05000US21197,"Powell County, Kentucky",12387,4794
05000US21199,"Pulaski County, Kentucky",63772,25567
05000US21201,"Robertson County, Kentucky",2191,961
05000US21203,"Rockcastle County, Kentucky",16893,6488
05000US21205,"Rowan County, Kentucky",24302,8473
05000US21207,"Russell County, Kentucky",17684,7081
05000US21209,"Scott County, Kentucky",51348,18913
05000US21211,"Shelby County, Kentucky",44967,16123
05000US21213,"Simpson County, Kentucky",17856,6958
05000US21215,"Spencer County, Kentucky",17798,6448
05000US21217,"Taylor County, Kentucky",25315,9745
05000US21219,"Todd County, Kentucky",12465,4534
05000US21221,"Trigg County, Kentucky",14267,5977
05000US21223,"Trimble County, Kentucky",8751,3555
05000US21225,"Union County, Kentucky",15065,5565
05000US21227,"Warren County, Kentucky",121066,45974
05000US21229,"Washington County, Kentucky",12017,4490
05000US21231,"Wayne County, Kentucky",20557,7842
05000US21233,"Webster County, Kentucky",13331,5136
05000US21235,"Whitley County, Kentucky",35842,12708
05000US21237,"Wolfe County, Kentucky",7221,2899
05000US21239,"Woodford County, Kentucky",25591,9976
05000US22001,"Acadia Parish, Louisiana",62372,22655
05000US22003,"Allen Parish, Louisiana",25619,7881
05000US22005,"Ascension Parish, Louisiana",117009,40663
05000US22007,"Assumption Parish, Louisiana",22973,8676
05000US22009,"Avoyelles Parish, Louisiana",41252,15016
05000US22011,"Beauregard Parish, Louisiana",36435,13106
05000US22013,"Bienville Parish, Louisiana",13924,5738
05000US22015,"Bossier Parish, Louisiana",124720,47505
05000US22017,"Caddo Parish, Louisiana",253125,97497
05000US22019,"Calcasieu Parish, Louisiana",197233,76270
05000US22021,"Caldwell Parish, Louisiana",9997,3635
05000US22023,"Cameron Parish, Louisiana",6739,2653
05000US22025,"Catahoula Parish, Louisiana",10145,3731
05000US22027,"Claiborne Parish, Louisiana",16452,5828
05000US22029,"Concordia Parish, Louisiana",20288,7579
05000US22031,"De Soto Parish, Louisiana",27047,10259
05000US22033,"East Baton Rouge Parish, Louisiana",445337,168561
05000US22035,"East Carroll Parish, Louisiana",7419,2557
05000US22037,"East Feliciana Parish, Louisiana",19756,6822
05000US22039,"Evangeline Parish, Louisiana",33765,11871
05000US22041,"Franklin Parish, Louisiana",20464,7520
05000US22043,"Grant Parish, Louisiana",22372,7286
05000US22045,"Iberia Parish, Louisiana",73799,26185
05000US22047,"Iberville Parish, Louisiana",33159,11162
05000US22049,"Jackson Parish, Louisiana",15999,6052
05000US22051,"Jefferson Parish, Louisiana",435204,169192
05000US22053,"Jefferson Davis Parish, Louisiana",31399,11554
05000US22055,"Lafayette Parish, Louisiana",234963,89288
05000US22057,"Lafourche Parish, Louisiana",97688,35961
05000US22059,"LaSalle Parish, Louisiana",14927,5320
05000US22061,"Lincoln Parish, Louisiana",47480,17144
05000US22063,"Livingston Parish, Louisiana",135925,48014
05000US22065,"Madison Parish, Louisiana",11803,4080
05000US22067,"Morehouse Parish, Louisiana",26739,10273
05000US22069,"Natchitoches Parish, Louisiana",39258,14393
05000US22071,"Orleans Parish, Louisiana",382922,154844
05000US22073,"Ouachita Parish, Louisiana",156398,56903
05000US22075,"Plaquemines Parish, Louisiana",23584,8644
05000US22077,"Pointe Coupee Parish, Louisiana",22366,8802
05000US22079,"Rapides Parish, Louisiana",132373,48154
05000US22081,"Red River Parish, Louisiana",8757,3491
05000US22083,"Richland Parish, Louisiana",20692,7581
05000US22085,"Sabine Parish, Louisiana",24144,8984
